940.2559998417	0.3316921326	0.0005003121	0.0003533
940.3512306134	0.3827475861	0.0005395755	0.0004076
940.4069343876	0.4395257387	0.0005847066	0.000468
940.6143903625	0.501746066	0.0006360799	0.0005341
941.0124269074	0.5694646729	0.0006947566	0.0006059
940.6870777798	0.7198257885	0.0008345818	0.0007661
940.8895801801	1.1860574567	0.0013451935	0.001262
941.7370341163	1.7824524787	0.002139201	0.001895
942.1888448456	2.5151823928	0.0032883895	0.002673
942.8105363997	3.3949071288	0.0048676654	0.003606
943.2299278768	4.4356529104	0.0069600499	0.00471
944.056308683	7.0636061398	0.0130399501	0.007496
944.7600949706	10.5589410287	0.022372035	0.0112
946.2124207241	15.1034374332	0.0359612984	0.016
947.4035024185	20.8541890562	0.0550062422	0.02207
948.2275351198	27.8729112809	0.0808364544	0.02948
949.8992708271	40.4067445743	0.1349563046	0.04268
948.6112015683119	48.42691974632506	0.1804085142504743	0.051240297467274674
948.796754	49.603637247485494	0.189928	0.05248075
949.17413	51.95079916569169	0.2102014	0.05495409
949.57717	54.40958557470831	0.2328736	0.05754399
950.00758	56.985391840176796	0.2582269	0.06025596
950.46722	59.683845586970605	0.2865775	0.06309573
950.95811	62.5108920953474	0.3182826	0.06606934
951.48249	65.472761153919	0.3537471	0.0691831
952.04288	68.57597988156799	0.3934337	0.0724436
952.64218	71.8274264563168	0.4378754	0.07585776
953.2837	75.234321751034	0.4876908	0.07943282
953.97134	78.80427828494919	0.5436044	0.08317638
954.70969	82.54526745572839	0.6064714	0.08709636
955.5042	86.465705984536	0.677309	0.09120108
956.36137	90.5744675275862	0.7573356	0.09549926
957.28896	94.88087750000001	0.8480185	0.1
958.29622	99.39484325523799	0.951133	0.1047129
959.39419	104.12662826628201	1.068834	0.1096478
960.59603	109.08747642286201	1.203741	0.1148154
961.89291	114.288754754824	1.356167	0.1202264
963.3052	119.74290589099999	1.529994	0.1258925
964.86395	125.462967613515	1.730898	0.1318257
966.59716	131.462706410944	1.964819	0.1380384
968.53538	137.75723396672	2.238744	0.144544
970.71291	144.36232127725097	2.560999	0.1513561
973.16846	151.295257007478	2.941531	0.1584893
975.94566	158.574479004242	3.392194	0.1659587
979.09341	166.21988669914097	3.927064	0.1737801
982.6662	174.25309368062	4.562773	0.1819701
986.72436	182.697605572996	5.318873	0.1905461
991.33403	191.57890493658599	6.218207	0.1995262
996.56723	200.925090737008	7.287302	0.2089296
1002.50154	210.766723415348	8.556754	0.2187762
1009.21974	221.137300733432	10.06162	0.2290868
1016.80927	232.073803158191	11.84176	0.2398833
1025.36144	243.61690460758393	13.9422	0.2511886
1034.97057	255.81155712127597	16.41344	0.2630268
1045.7329	268.70712794341	19.31166	0.2754229
1057.7457	282.35821466624003	22.69903	0.2884032
1071.1059	296.82501049168	26.64383	0.3019952
1085.9091	312.17402569298	31.22062	0.3162278
1102.2488	328.47838761768	36.51047	0.3311311
1120.2153	345.8189304545701	42.60105	0.3467369
1139.8956	364.28425864636006	49.58687	0.3630781
1161.3724	383.97189593255996	57.56958	0.3801894
1184.7244	404.98908365568	66.65823	0.3981072
1210.0264	427.45318935216	76.96979	0.4168694
1237.3494	451.49293322052006	88.62963	0.4365158
1266.7613000000001	477.24944244666005	101.7722	0.4570882
1298.327	504.87658184270003	116.5418	0.4786301
1332.1099	534.54273087328	133.0937	0.5011872
1368.172	566.43222689	151.5947	0.5248075
1406.5752	600.7454013256801	172.2252	0.5495409
1447.3817	637.7015807098301	195.1796	0.5754399
1490.6552000000001	677.53970104992	220.6689	0.6025596
1536.4616999999998	720.5202257854099	248.9215	0.6309573
1584.87	766.927348858	280.1858	0.6606934
1635.9529	817.0707307599	314.7322	0.691831
1689.7876	871.2877697936001	352.8552	0.724436
1746.4567	929.9465319899199	394.8764	0.7585776
1806.0482	993.4479158192399	441.1471	0.7943282
1868.6569	1062.22976404022	492.0514	0.8317638
1934.3841	1136.7684395187598	548.0097	0.8709636
2003.339	1217.5846040612	609.4822	0.9120108
2075.6369999999997	1305.2449752861996	676.973	0.9549926
2151.4030000000002	1400.3686000000002	751.0344	1.
2230.77	1503.6323593299999	832.2716	1.047129
2313.879	1615.769618162	921.3478	1.096478
2400.879	1737.5898273659996	1018.989	1.148154
2491.9300000000003	1869.9647295200002	1125.993	1.202264
2587.199	2013.8595010750005	1243.23	1.258925
